codigo_producto,descripcion_producto,costo_producto,precio_producto,stock_actual_producto,unidad_de_medida_producto,proveedor_producto,ramo_producto,familia_producto,grupo_producto,marco_producto
5906,JABON TOCADOR CAVALARO FRESCURA INFINITA 130GR (6 UNI),0.669,0.82,36.0,Uni,SOLDO HNOS S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,CAVALLARO
5907,JABON TOCADOR CAVALARO EQUILIBRIO NATURAL 130GR (6 UNI),0.669,0.82,98.0,Uni,SOLDO HNOS S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,CAVALLARO
5955,JABON TOCADOR CAVALARO EQUILIBRIO 85GR (6 UNI),0.482,0.58,52.0,Uni,SOLDO HNOS S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,CAVALLARO
5956,JABON TOCADOR CAVALARO DULCE PASION 85GR (6 UNI),0.482,0.58,68.0,Uni,SOLDO HNOS S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,CAVALLARO
177,JABON TOCADOR CAVALARO DULCE PASION 130 GR (6 UNI),0.669,0.82,49.0,Uni,SOLDO HNOS S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,CAVALLARO
178,JABON TOCADOR CAVALARO ARMONIA PURA 130 GR (6 UNI),0.669,0.82,32.0,Uni,SOLDO HNOS S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,CAVALLARO
10737,PILAS BATERIA ALCALINAS TOSHIBA 9V (12 UNI),167.968,210.0,18.0,Uni,SOLDO HNOS S.A,HOGAR,Sin asignar,Sin asignar,TOSHIBA
10733,PILAS ALCALINAS TOSHIBA D X2 UNIDADES (10 UNI),4.807,6.01,5.0,Uni,SOLDO HNOS S.A,HOGAR,Sin asignar,Sin asignar,TOSHIBA
10738,PILAS ALCALINAS TOSHIBA AA TIRA X10 UNIDADES (10 UNI),350.942,439.0,28.0,Uni,SOLDO HNOS S.A,HOGAR,Sin asignar,Sin asignar,TOSHIBA
10735,PILAS ALCALINAS TOSHIBA AA X2 UNIDADES (12 UNI),69.719,87.0,16.0,Uni,SOLDO HNOS S.A,HOGAR,Sin asignar,Sin asignar,TOSHIBA
10734,PILAS ALCALINAS TOSHIBA AA 4+2 UNIDADES (10 UNI),139.902,175.0,12.0,Uni,SOLDO HNOS S.A,HOGAR,Sin asignar,Sin asignar,TOSHIBA
10739,PILAS ALCALINAS TOSHIBA AAA TIRA X10 UNIDADES (10 UNI),350.942,439.0,26.0,Uni,SOLDO HNOS S.A,HOGAR,Sin asignar,Sin asignar,TOSHIBA
10732,PILAS ALCALINAS TOSHIBA AAA X2 UNIDADES (12 UNI),69.719,87.0,18.0,Uni,SOLDO HNOS S.A,HOGAR,Sin asignar,Sin asignar,TOSHIBA
10736,PILAS ALCALINAS TOSHIBA AAA 4+2 UNIDADES (10 UNI),3.109,3.89,15.0,Uni,SOLDO HNOS S.A,HOGAR,Sin asignar,Sin asignar,TOSHIBA
10745,PILAS BATERIAS TOSHIBA CR2016 3.0V 5 UNIDADES (20 UNI),208.215,260.0,57.0,Uni,SOLDO HNOS S.A,HOGAR,Sin asignar,Sin asignar,TOSHIBA
10746,PILAS BATERIAS TOSHIBA CR2032 3.0V 5 UNIDADES (20 UNI),208.215,260.0,6.0,Uni,SOLDO HNOS S.A,HOGAR,Sin asignar,Sin asignar,TOSHIBA
10747,PILAS BATERIAS TOSHIBA CR2025 3.0V 5 UNIDADES (20 UNI),208.215,260.0,55.0,Uni,SOLDO HNOS S.A,HOGAR,Sin asignar,Sin asignar,TOSHIBA
10702,JABON TOCADOR CAVALARO CALMA MISTICA 130 GR (6 UNI),0.669,0.82,41.0,Uni,SOLDO HNOS S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,CAVALLARO
2017,MANI TOSTADO SIN SAL RIO DE LA PLATA 1KG (10 UNI),5.768,7.5,30.0,Uni,SOLDO HNOS S.A,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",FRUTOS SECOS,Sin asignar,RIO DE LA PLATA
2018,MANI FRITO SALADO RIO DE LA PLATA 1KG (10 UNI),5.553,7.22,8.0,Uni,SOLDO HNOS S.A,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",FRUTOS SECOS,Sin asignar,RIO DE LA PLATA
9028,NUECES PELADAS RIO DE LA PLATA 1 kG (10 UNI),12.485,15.61,9.0,Uni,SOLDO HNOS S.A,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",FRUTOS SECOS,Sin asignar,RIO DE LA PLATA
6040,SAL FINA CELUSAL YODOFLURADA 500G (30 UNI),0.701,0.84,0.0,Uni,SOLDO HNOS S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,
0125,KETCHUP NATURA 8 CC X192,9.213,11.98,0.0,Uni,SOLDO HNOS S.A,ADEREZOS,KETCHUP Y SALSAS,Sin asignar,NATURA
265004,PAPEL HIGIENICO HIGIENOL TEXTURADO 30X 4 ROLLOS (12 UNI),34.851,42.0,243.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PH,Sin asignar,HIGIENOL
265013,PAPEL HIGIENICO HIGIENOL PLUS  30X 16 ROLLOS (4 UNI),151.16,181.0,47.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PH,Sin asignar,HIGIENOL
265021,PAPEL HIGIENICO NOBLE 30X 16 ROLLOS (4 UNI),99.21,119.0,70.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PH,Sin asignar,NOBLES
265009,PAPEL HIGIENICO HIGIENOL SIN FIN PLUS 60X4 ROLLOS (12 UNI),72.45,87.0,194.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PH,Sin asignar,HIGIENOL
266046,PAPEL HIGIENICO SUBLIME COMPACTO 30X12 ROLLOS (6 UNI),70.12,84.0,89.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PH,Sin asignar,SUBLIME
9921,PAÑALES BABYSEC ULTRA TALLE M 68 UNIDADES,599.33,719.0,5.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
9922,PAÑALES BABYSEC ULTRA TALLE G 60 UNIDADES (4 UNI),599.04,719.0,10.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
9923,PAÑALES BABYSEC ULTRA TALLE XG 48 UNIDADES (4 UNI),599.33,719.0,5.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
9924,PAÑALES BABYSEC ULTRA TALLE XXG 48 UNIDADES (4 UNI),599.33,719.0,6.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
9925,PAÑALES BABYSEC CLASIC PLUS XXG X 32 UNIDADES (6 UNI),352.28,423.0,61.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
9926,PAÑALES BABYSEC CLASIC PLUS XG 32 UNIDADES (6 UNI),352.28,423.0,45.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
9927,PAÑALES BABYSEC CLASIC PLUS G 40 UNIDADES (6 UNI),352.28,423.0,34.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
9928,PAÑALES BABYSEC CLASIC PLUS M 48 UNIDADES (4 UNI),352.28,423.0,24.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
104003,PAÑALES ADULTOS READY M X 24 UNIDADES,492.964,592.0,3.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,READY
104007,PAÑALES ADULTO READY XG X 56 UNIDADES,1227.743,1473.0,2.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,READY
111007,PAÑALES BABYSEC RECIEN NACIDO X 20 UNI (10 UNI),246.85,314.0,14.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
111047,PAÑALES BABYSEC PREMIUM XXG X 96 UNIDADES (2 UNI),1284.529,1541.0,19.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
111045,PAÑALES BABYSEC PREMIUM XG X 96 UNIDADES (2 UNI),1284.529,1541.0,11.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
111044,PAÑALES BABYSEC PREMIUM G X 120 UNIDADES (2 UNI),1284.54,1541.0,5.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
111014,PAÑALES BABYSEC PREMIUM XXG X 48 UNI (4 UNI),706.39,848.0,8.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
111009,PAÑALES BABYSEC PREMIUM M X 68 UNIDADES (4 UNI),706.43,848.0,9.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
111033,PAÑALES BABYSEC PREMIUM P X 36 UNIDADES (6 UNI),390.85,469.0,13.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
111016,PAÑALES BABYSEC PREMIUM G X 60 UNIDADES (4 UNI),706.39,848.0,4.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
111015,PAÑALES BABYSEC PREMIUM XG X 48 UNIDADES (4 UNI),706.39,848.0,14.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
202005,TOALLITAS HUMEDAS BABYSEC ULTRA X 50 UNI (24 UNI),76.043,91.0,22.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
102010,PAÑALES CARIÑO PLUS G X24 UNIDADES (6 UNI),172.41,229.0,39.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
102007,PAÑALES CARIÑO PLUS XG-XXG X24 UNIDADES (6 UNI),155.1,206.0,0.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
102004,PAÑALES ADULTO COTIDIAN M X 36 UNIDADES,756.779,908.0,4.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,COTIDIAN
101004,PAÑALES ADULTO COTIDIAN G X 36 UNIDADES,793.86,953.0,10.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,COTIDIAN
101007,PAÑALES ADULTO COTIDIAN PLUS G X 36 UNIDADES,972.51,1167.0,7.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,COTIDIAN
114049,PAÑALES BABYSEC PREMIUM XXG 24 UNIDADES (6 UNI),390.85,469.0,7.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
101009,PAÑALES BABYSEC PREMIUM XG 24 UNIDADES (6 UNI),390.85,469.0,7.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
202006,TOALLITAS HUMEDAS BABYSEC ULTRA PACK X 3 50 UNI (16 UNI),228.13,274.0,16.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,PAÑALES,Sin asignar,BABYSEC
2004,ARROZ SHIVA 1KG (25 UNI),28.72,34.0,910.0,Uni,SAN ANTONIO SRL,ENVASADOS,ENVASADOS,ENVASADOS,CHEF
2019,ARROZ CHEF 5 KG (5 UNI),174.29,204.0,23.0,Uni,SAN ANTONIO SRL,ENVASADOS,ENVASADOS,ENVASADOS,CHEF
357034,ARROZ BLUE PATNA 500GR (30 UNI),20.75,25.0,226.0,Uni,SAN ANTONIO SRL,ENVASADOS,ENVASADOS,ENVASADOS,BLUE PATNA
5559,MAYONESA URUGUAY 2900 KG (3 UNI),275.399,330.0,67.0,Uni,SAN ANTONIO SRL,ADEREZOS,MAYONESAS ,Sin asignar,URUGUAY
1238,MAYONESA URUGUAY 125 GR (20 UNI),15.98,19.0,1195.0,Uni,SAN ANTONIO SRL,ADEREZOS,MAYONESAS ,Sin asignar,URUGUAY
64550,MAYONESA URUGUAY 500 GR (15 UNI),54.769,66.0,278.0,Uni,SAN ANTONIO SRL,ADEREZOS,MAYONESAS ,Sin asignar,URUGUAY
1006,ACEITE ARROZ  BLUE PATNA 10 LTS,913.14,1050.0,0.0,Uni,SAN ANTONIO SRL,ACEITES,GASTRONOMIA,ARROZ,BLUE PATNA
369028,ACEITE ARROZ BLUE PATNA 5 LT (4 UNI),483.15,556.0,46.0,Uni,SAN ANTONIO SRL,ACEITES,GASTRONOMIA,Sin asignar,BLUE PATNA
018,INSECTISIDA MOSQUI TRAP 370 ML (12 UNI),59.401,69.0,0.0,Uni,SAN ANTONIO SRL,LIMPIEZA,INSECTICIDA,Sin asignar,
260009,INSECTICIDA AEROSOL EFECTO 360ML (12 UNI),64.5,77.0,131.0,Uni,SAN ANTONIO SRL,LIMPIEZA,INSECTICIDA,Sin asignar,EFECTO
260017,INSECTICIDA MATA TAX 360ML (12 UNI),69.9,84.0,166.0,Uni,SAN ANTONIO SRL,LIMPIEZA,INSECTICIDA,Sin asignar,MATA TAX
5747,TOALLAS FEMENINAS LADYSOFT CLASICAS X 8 UNI (36 UNI),34.63,43.0,118.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,LADYSOFT
5748,PROCTECTORES DIARIOS LADYSOFT CLASICO X 20 UNIDADES (60 UNI),43.3,54.0,114.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,LADYSOFT
5750,TAMPONES LADYSOFT SUPER X 10 UNIDADES,98.6,123.0,4.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,LADYSOFT
5751,TAMPONES LADYSOFT REGULAR X 10 UNIDADES,98.6,123.0,13.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,LADYSOFT
5912,YERBA ARMIÑO SUAVE 1 KG (20 UNI),132.62,155.0,807.0,Uni,SAN ANTONIO SRL,YERBA,Sin asignar,Sin asignar,ARMIÑO
5913,YERBA ARMIÑO SUAVE 500GR (20 UNI),69.98,82.0,681.0,Uni,SAN ANTONIO SRL,YERBA,Sin asignar,Sin asignar,ARMIÑO
5914,YERBA ARMIÑO CLASICA 1 KG (20 UNI),132.62,155.0,140.0,Uni,SAN ANTONIO SRL,YERBA,Sin asignar,Sin asignar,ARMIÑO
5915,YERBA ARMIÑO CLASICA 500GR (20 UNI),69.88,82.0,81.0,Uni,SAN ANTONIO SRL,YERBA,Sin asignar,Sin asignar,ARMIÑO
5916,YERBA ARMIÑO COMPUESTA 1 KG (20 UNI),142.55,167.0,773.0,Uni,SAN ANTONIO SRL,YERBA,Sin asignar,Sin asignar,ARMIÑO
5917,YERBA ARMIÑO COMPUESTA 500GR (20 UNI),76.29,89.0,593.0,Uni,SAN ANTONIO SRL,YERBA,Sin asignar,Sin asignar,ARMIÑO
5918,YERBA ARMIÑO COMPUESTA 100 GR (24UNI),18.82,23.0,668.0,Uni,SAN ANTONIO SRL,YERBA,Sin asignar,Sin asignar,ARMIÑO
5919,YERBA ARMIÑO SUAVE 100 GR (24 UNI),18.35,22.0,648.0,Uni,SAN ANTONIO SRL,YERBA,Sin asignar,Sin asignar,ARMIÑO
123,ARROZ CHEF 1 KG (20 UNI),43.47,51.0,1292.0,Uni,SAN ANTONIO SRL,ENVASADOS,Sin asignar,Sin asignar,CHEF
164,YERBA ARMIÑO COMPUESTA 250 GR (40 UNI),41.23,48.0,125.0,Uni,SAN ANTONIO SRL,YERBA,Sin asignar,Sin asignar,ARMIÑO
165,YERBA ARMIÑO SUAVE 250 GR (40 UNI),37.74,44.0,0.0,Uni,SAN ANTONIO SRL,YERBA,Sin asignar,Sin asignar,ARMIÑO
1556,YERBA ARMIÑO CLASICA 100 GR (24 UNI),18.0,22.0,139.0,Uni,SAN ANTONIO SRL,YERBA,Sin asignar,Sin asignar,ARMIÑO
123010,TOALLAS FEMENINAS LADYSOFT NORMAL TELA SUAVE X 8 UNI,44.17,55.0,70.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,LADYSOFT
124010,TOALLAS FEMENINAS LADYSOFT ULTRADELGADA X 8 UNI (40 UNI),60.259,75.0,41.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,LADYSOFT
124007,TOALLAS FEMENINAS LADYSOFT NOCTURNA X 8 UNI (24 UNI),65.94,82.0,67.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,LADYSOFT
369038,ACEITE DE SOJA CONDESA 900 ML (20 UNI),49.16,55.0,343.0,Uni,SAN ANTONIO SRL,ACEITES,Sin asignar,Sin asignar,
049,TOALLITAS HUMEDAS AIRSUN 72 UNI (24 UNI),61.5,74.0,165.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,ARDO
124011,TOALLAS FEMENINAS LADYSOFT NOCTURNA PACK LLEVE 24 X 20,197.52,247.0,0.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,LADYSOFT
124021,TOALLAS FEMENINAS LADYSOFT NORMAL TELA SUAVE PACK LLEVE 4 X 3 (8 UNI),149.09,186.0,22.0,Uni,SAN ANTONIO SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,LADYSOFT
366027,ARROZ BLUE PATNA 5 KG (5 UNI),170.87,200.0,87.0,Uni,SAN ANTONIO SRL,ENVASADOS,Sin asignar,Sin asignar,
266007,TOALLA COCINA SUSSEX CLASICO ROLLO 200 HOJAS DOBLE (12 UNI),48.22,58.0,404.0,Uni,SAN ANTONIO SRL,LIMPIEZA,Sin asignar,Sin asignar,SUSSEX
266015,TOALLA COCINA NOVA GIGANTE ROLLO 770 HOJAS (6 UNI),238.181,286.0,59.0,Uni,SAN ANTONIO SRL,LIMPIEZA,Sin asignar,Sin asignar,NOVA
266013,TOALLA COCINA NOVA 3 ROLLOS 50 HOJAS DOBLE (10 UNI),43.78,53.0,188.0,Uni,SAN ANTONIO SRL,LIMPIEZA,Sin asignar,Sin asignar,NOVA
65747,LIMPIADOR FABULOSO FRESCA PRIMAVERA 1 LT (12 UNI),64.01,77.0,64.0,Uni,SAN ANTONIO SRL,LIMPIEZA,Sin asignar,Sin asignar,FABULOSO
56540,LIMPIADOR FABULOSO FRESCA LAVANDA 1 LT (12 UNI),64.01,77.0,52.0,Uni,SAN ANTONIO SRL,LIMPIEZA,Sin asignar,Sin asignar,FABULOSO
2285,LIMPIADOR FABULOSO PASION DE FRUTAS 1 LT (12 UNI),65.1,78.0,25.0,Uni,SAN ANTONIO SRL,LIMPIEZA,Sin asignar,Sin asignar,FABULOSO
244027,LIMPIADOR FABULOSO MAR FRESCO 1 LT (12 UNI),64.01,77.0,34.0,Uni,SAN ANTONIO SRL,LIMPIEZA,Sin asignar,Sin asignar,FABULOSO
244030,LIMPIADOR FABULOSO FRESCO AMANECER 1 LT (12 UNI),64.01,77.0,31.0,Uni,SAN ANTONIO SRL,LIMPIEZA,Sin asignar,Sin asignar,FABULOSO
244031,LIMPIADOR FABULOSO ENERGIA NARANJA 1 LT (12 UNI),65.1,78.0,26.0,Uni,SAN ANTONIO SRL,LIMPIEZA,Sin asignar,Sin asignar,FABULOSO
244015,LIMPIADOR FABULOSO TULIPANES Y KIWI 1 LT (12 UNI),65.1,78.0,28.0,Uni,SAN ANTONIO SRL,LIMPIEZA,Sin asignar,Sin asignar,FABULOSO
240084,JABON LIQUIDO CON GARRA COTTONMAX 3 LT (4 UNI),217.13,261.0,7.0,Uni,SAN ANTONIO SRL,LIMPIEZA,Sin asignar,Sin asignar,COTTONMAX
240134,JABON LIQUIDO ARMONIA COTTONMAX 3 LT (4 UNI),217.13,261.0,11.0,Uni,SAN ANTONIO SRL,LIMPIEZA,Sin asignar,Sin asignar,COTTONMAX
240129,JABON LIQUIDO RELAX COTTONMAX 3 LT (4 UNI),217.13,261.0,6.0,Uni,SAN ANTONIO SRL,LIMPIEZA,Sin asignar,Sin asignar,COTTONMAX
GALA301,LAMPAZO  40CM CON CABO (12 UNI),1.607,2.01,35.0,Uni,REGIONAL SUR S.A,LIMPIEZA,GAUCHA,Sin asignar,
GALA302,LAMPAZO  30 CM CON CABO (12 UNI),1.358,1.7,4.0,Uni,REGIONAL SUR S.A,LIMPIEZA,GAUCHA,Sin asignar,GAUCHA
440,ESCOBA ANGULAR LIMPIAMAS (12 UNI),1.377,1.72,28.0,Uni,REGIONAL SUR S.A,LIMPIEZA,ESCOBAS,Sin asignar,LIMPIAMAS
2208,CASTAÑAS CAJU ENTERAS TOSTADAS SIN SAL 1 KG,16.553,20.69,8.01,Uni,REGIONAL SUR S.A,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",CEREALES,Sin asignar,LA COSECHA
5008,GRATED SARDINA MARINERA 170G (48 UNI),0.687,0.82,106.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,
5009,PALMITOS ENTEROS COSECHA DORADA 800G (12 UNI),4.159,5.41,47.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,COSECHA DORADA
5010,PALMITOS RODAJAS COSECHA DORADA 800G (12 UNI),3.19,4.15,45.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,COSECHA DORADA
5017,ANANA EN ALMIBAR COSECHA DORADA 850 GR (12 UNI),2.103,2.63,65.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,COSECHA DORADA
5116,ANANA IDEAL 820G (12 UNI),2.101,2.52,0.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,IDEAL
277,SARDINA ENTERAS OVAL AL ACEITE GOLDEN FISH 425 GRS (24 UNI),1.918,2.3,0.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,COSECHA DORADA
278,SARDINA ENTERA AL NATURAL GOLDEN FISH 425 GRS (24 UNI),1.767,2.21,43.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,COSECHA DORADA
372,ATUN EN LOMOS AL ACEITE GOLDEN FISH 170GR (48UNI),1.39,1.67,163.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,GOLDEN FISH
373,ATUN EN LOMOS AL NATURAL GOLDEN FISH 170GR (48UNI),1.34,1.61,319.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,GOLDEN FISH
5737,DURAZNO EN ALMIBAR COSECHA DORADA 820 GR (12 UNI),1.817,2.18,99.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,COSECHA DORADA
150,PALMITOS ENTEROS COSECHA DORADA 400G (24 UNI),2.151,2.8,40.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,COSECHA DORADA
2141,CHAMPIGNON LAMINADOS COSECHA DORADA 400 GR (24 UNI),1.136,1.36,148.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,COSECHA DORADA
2143,CHAMPIGNON LAMINADO COSECHA DORADA 184 GR (24 UNI),0.665,0.8,157.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,COSECHA DORADA
0297,DURAZNO EN ALMIBAR SIN AZUCAR COSECHA DORADA 820 GR (12 UNI),2.273,2.73,26.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,COSECHA DORADA
0321,SARDINA ENTERAS AL ACEITE OVAL GOLDEN FISH 125 GR (50 UNI),0.741,0.89,167.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,COSECHA DORADA
00,GRATED SARDINA MARINERA 425 GR (24 UNI),1.252,1.5,52.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,
2142,CHAMPIGNON ENTERO COSECHA DORADA 184 GR (24 UNI),1.008,1.21,67.0,Uni,REGIONAL SUR S.A,ENLATADOS,FAMILIAR,Sin asignar,COSECHA DORADA
106A,GALLETAS RELLENA CHOCOLATE ESTRELA 120GR (30 UNI),0.392,0.49,27.0,Uni,REGIONAL SUR S.A,ALFAJORES Y GALLETAS,GALLETAS,Sin asignar,ESTRELA
107A,GALLETAS RELLENA FRUTILLA ESTRELA 120 GR (30 UNI),0.393,0.49,31.0,Uni,REGIONAL SUR S.A,ALFAJORES Y GALLETAS,GALLETAS,Sin asignar,
109A,WAFFLE CHOCOLATE ESTRELA 100 GR (40 UNI),0.353,0.44,105.0,Uni,REGIONAL SUR S.A,ALFAJORES Y GALLETAS,GALLETAS,Sin asignar,
110A,WAFFLE FRUTILLA ESTRELA 100 GR (40 UNI),0.353,0.44,223.0,Uni,REGIONAL SUR S.A,ALFAJORES Y GALLETAS,GALLETAS,Sin asignar,ESTRELA
112A,WAFFLE LIMON ESTRELA 100 GR (40 UNI),0.353,0.44,188.0,Uni,REGIONAL SUR S.A,ALFAJORES Y GALLETAS,GALLETAS,Sin asignar,ESTRELA
3910,GALLETA MARIA ESTRELA 350 GR (24 UNI),0.88,1.06,37.0,Uni,REGIONAL SUR S.A,ALFAJORES Y GALLETAS,GALLETAS,Sin asignar,ESTRELA
3900,GALLETA AL AGUA ESTRELA 350 GR (24 UNI),0.881,1.06,0.0,Uni,REGIONAL SUR S.A,ALFAJORES Y GALLETAS,GALLETAS,Sin asignar,ESTRELA
5758,GRANOLA NUTRI FOOD 1.5 KG,9.983,12.48,4.0,Uni,REGIONAL SUR S.A,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",GRANOLAS,Sin asignar,GOLDY
5027,TOMATES PERITA ENTEROS COSECHA DORADA 2.550KG (6 UNI),5.561,6.95,24.0,Uni,REGIONAL SUR S.A,ENLATADOS,ENLATADOS,ENLATADOS,COSECHA DORADA
5036,ATUN DESMENUZADO AL NATURAL GOLDEN FISH 170 GR (48 UNI),0.819,1.02,0.0,Uni,REGIONAL SUR S.A,ENLATADOS,ENLATADOS,ENLATADOS,COSECHA DORADA
5039,ATUN DESMENUZADO AL ACEITE GOLDEN FISH 170GR (48 UNI),0.86,1.08,162.0,Uni,REGIONAL SUR S.A,ENLATADOS,ENLATADOS,ENLATADOS,COSECHA DORADA
5040,ATUN TROZOS AL ACEITE GOLDEN FISH 170GR (48UNI),1.382,1.73,58.0,Uni,REGIONAL SUR S.A,ENLATADOS,ENLATADOS,ENLATADOS,COSECHA DORADA
5041,ATUN TROZOS AL NATURAL GOLDEN FISH 170 GR (48 UNI),1.333,1.67,54.0,Uni,REGIONAL SUR S.A,ENLATADOS,ENLATADOS,ENLATADOS,COSECHA DORADA
3651,ATUN AL NATURAL GOLDEN FISH 1.880 KG (6 UNI),13.126,16.41,14.0,Uni,REGIONAL SUR S.A,ENLATADOS,ENLATADOS,Sin asignar,GOLDEN FISH
